english_word,carolinian_headword,dialect,page_number
separate,álámwáya,NA,1044
separate,bwuliságh,NA,1044
separate,hefáng,TAN,1044
separate,mweisefáng,NA,1044
separate,sefánng,NA,1044
separate,selitágh,NA,1044
separate,súúsefáng,NA,1044
separate,tilingi,NA,1044
separate,úrúgifirhi,TAN,1044
separate,úrúghifischiiy,NA,1044
September,Settembre,NA,1044
serve,patti,NA,1044
serve,ragarag,TAN,1045
serve,raghúragh,NA,1045
Serves you right!,alómw,NA,1045
Serves you right!,anómw,"TAN, LN",1045
serving,pattii–,NA,1045
set,mwólóló,NA,1045
set,mwónóló,TAN,1045
set,tubw1,NA,1045
set,tubwul,NA,1045
set aside,aisiisa,NA,1045
seven,afisimalúl,NA,1045
seven,afisimanún,TAN,1045
seven,afisuuwal,NA,1045
seven,afisuuwan,TAN,1045
seven,fiis,NA,1045
seven,fisabwúghúw,NA,1045
seven,fisangaras,NA,1045
seven,fisasché,NA,1045
seven,fisifay,NA,1045
seven,fisiigh,NA,1046
seven,fisighit,NA,1046
seven,fisimal,NA,1046
seven,fisufósch,NA,1046
seven,fisuuw,NA,1046
seven,fisú-,NA,1046
seven hundred,fisabwúghúw,NA,1046
seven óclock,alas sette,NA,1046
seventh,afisimalúl,NA,1046
seventh,afisimanún,TAN,1046
seventh,afisuuwal,NA,1046
seventh,afisuuwan,TAN,1046
seven thousand,fisangaras,NA,1046
seventy,fisiigh,NA,1046
seventy thousand,fisighit,NA,1046
sever,paghúw,NA,1046
several,akka–1,NA,1046
several,akkaafósch,NA,1046
several,akkááfórh,TAN,1046
several,akkáámwéit,NA,1046
several,akkáápila,TAN,1047
several,akkáárhay,TAN,1047
several,akkááschay,NA,1047
several,ákkááw,NA,1047
sew,hóbweey,TAN,1047
sew,sóbweey,NA,1047
sew,teete,NA,1047
sew,teeteetiw,NA,1047
sew,teeyi,NA,1047
sewing machine,móókkinaal teete,NA,1047
sexual desire,nngaleeti,NA,1047
sexual excitement,anngala,NA,1047
sexual excitement,nngal,NA,1047
sexual excitement,seenngal,NA,1047
sexual intercourse,amala,NA,1047
sexual intercourse,ameleeya,NA,1047
sexual intercourse,fe,NA,1047
sexual intercourse,feey,NA,1047
sexual intercourse,hoolá,TAN,1047
sexual intercourse,hóómaley,TAN,1048
sexual intercourse,lellep,NA,1048
sexual intercourse,liyeppasch,NA,1048
sexual intercourse,meleeya,NA,1048
sexual intercourse,mil³,NA,1048
sexual intercourse,mwaginigin,TAN,1048
sexual intercourse,oloppasch,NA,1048
sexual intercourse,soolá,NA,1048
sexual intercourse,tééfál,NA,1048
sexually aroused,heenngan,TAN,1048
shack,ghasiiyas,NA,1048
shack,peles,NA,1048
shade,allur,NA,1048
shade,amwólaayló,NA,1048
shade,amwóláátá,NA,1048
shade,llur¹,NA,1048
shade,mwól,NA,1048
shade,mwólóló,NA,1048
shade,mwón,TAN,1048
shade,mwónóló,TAN,1048
shade,nnúr,TAN,1049
shadow,ngéél,NA,1049
shadow,ngéén,"TAN, LN",1049
shady,llur1,NA,1049
shady,mwón,TAN,1049
shady,nnúr,TAN,1049
shake,aitchú,NA,1049
shake,alomwa,NA,1049
shake,appúngú,NA,1049
shake,asepow,NA,1049
shake,álifesch,NA,1049
shake,ássipow,TAN,1049
shake,detch,TAN,1049
shake,detcheló,TAN,1049
shake,ellegh,NA,1049
shake,liwiti,NA,1049
shake,llomw,NA,1049
shake,lomwolomw,NA,1049
shake,lúwetaaló,NA,1049
shake,lúweti,NA,1049
shake,lúyetaaló,TAN,1049
shake,lúyeti,TAN,1049
shake,mwaischúúsch,NA,1049
shake,mwayútch,NA,1050
shake,nngong,NA,1050
shake,schetch,NA,1050
shake,schetcheló,NA,1050
shake,úrhúgi,TAN,1050
shake,úrhúpay,TAN,1050
shake,úschúghégh,NA,1050
shake,úschúghú,NA,1050
shake,úschúpay,NA,1050
shallow,ppett2,NA,1050
shame,ássááw,NA,1050
shameless,masatchemaaw,NA,1050
shampoo,sampwuuli,NA,1050
shape,uluul2,NA,1050
share,aineti,"TAN, LN",1050
share,asettila,NA,1050
share,áilet,NA,1050
share,áileti,NA,1051
share,ilet,NA,1051
share,inet1,TAN,1051
share,inet2,"TAN, LN",1051
share,pattii–,NA,1051
shark,liimwáy,NA,1051
shark,parhaw,TAN,1051
shark,pááw,NA,1051
sharp,ffisch3,NA,1051
sharp,kkáng,NA,1051
sharp,kkeng,TAN,1051
sharp,masakkáng,NA,1051
sharpen,fáili,NA,1051
sharpen,ffáyi,NA,1051
sharpen,iyuw,NA,1051
sharpen,sseim,TAN,1051
sharpen,seimi,NA,1051
sharpen,seisey,NA,1051
sharpshooter,soupekk,NA,1051
shatter,márip,NA,1051
shatter,ripingágh,NA,1051
shatter,ripiságh,NA,1051
shatter,ripiiy,NA,1052
shattered,ripiságh,NA,1052
shave,ffasch1,NA,1052
shave,ghúrú1,NA,1052
shave,ghúrúffasch,NA,1052
shave,ghúrúffascha,NA,1052
she,e,NA,1052
sheath,bwáila,NA,1052
shed1,ghasiiyas,NA,1052
shed1,harakk,TAN,1052
shed2,mmwor,NA,1052
sheep,kkiniilo,NA,1052
sheet,mwéter,NA,1052
sheet,óus,NA,1052
sheet,tento,NA,1052
shell,bwááy,NA,1052
shell,bwiil1,NA,1052
shell,bwoorh,TAN,1052
shell,bwoosch,NA,1053
shell,hawi,TAN,1053
shell,liyang,NA,1053
shell,parúl,NA,1053
shell,piligh,NA,1053
shell,sawi,NA,1053
shellfish,aimet,NA,1053
shellfish,alimong,NA,1053
shellfish,amwe,NA,1053
shellfish,amwey2,TAN,1053
shellfish,arig,TAN,1053
shellfish,arigh,NA,1053
shellfish,ayúútá,TAN,1053
shellfish,ápárá,NA,1053
shellfish,ghaatil,NA,1053
shellfish,ligayúrúúr,TAN,1053
shellfish,lighairúúr,NA,1053
shellfish,lighámiiyásch,NA,1053
shellfish,liyang,NA,1053
shellfish,róghumw,NA,1053
shellfish,siim,NA,1053
shellfish,ttó,NA,1053
shellfish,umwál,NA,1053
shellfish,úúr1,NA,1054
shelter,bwokongo,NA,1054
shelter,iimw bwéél,NA,1054
shelter,imweyós,NA,1054
shelter,imwóóh,TAN,1054
shelter,peles,NA,1054
shift,kootay,NA,1054
shimmer,luppwuluppw,NA,1054
shin,lúghúmwoúl pesche,NA,1054
shine,alamalama,NA,1054
shine,mariwriw,NA,1054
shine,marúfúúfú,NA,1054
shine,merúfiifi,TAN,1054
shine,mmis,NA,1054
shine,móluppwuluppw,NA,1054
shine,ngeliwliw,NA,1054
shine,saram,NA,1054
shine,ttil,NA,1054
shine,ttin,TAN,1054
shiny,bwulubwul,NA,1054
shiny,lamlam,NA,1055
shiny,mmis,NA,1055
shiny,ngeliwliw,NA,1055
ship,móókkinaal waa,NA,1055
ship,pobwóór,NA,1055
ship,seeyil waa,NA,1055
ship,waa falúw,NA,1055
ship,waa taroppw,NA,1055
shirt,faraneela,NA,1055
shirt,siliila,NA,1055
shirt,siliilaal mwáál,NA,1055
shiver,detch,TAN,1055
shiver,gilól,TAN,1055
shiver,ghilól,NA,1055
shiver,nngong,NA,1055
shiver,schetch,NA,1055
shock,aparannga,NA,1055
shock,arú2,TAN,1055
shock,arúúw,NA,1055
shock,iweele,NA,1055
shock,iweene,TAN,1055
shock,malúúlú,NA,1055
shock,rú,NA,1056
shock,rúútá,NA,1056
shock,sefengágh,NA,1056
shock,weiti2,NA,1056
shoe,lokka,NA,1056
shoe,tubwóótus,NA,1056
shoelace,géégé,TAN,1056
shoelace,ghééghé,NA,1056
shoot,bwatch,NA,1056
shoot,bwatchetá,NA,1056
shoot,firhi1,TAN,1056
shoot,fischi2,NA,1056
shoot,pákk,NA,1056
shoot,pákkiiy,NA,1056
shoot,ubwut,NA,1056
shoot,yuumiiy,NA,1056
shop,tenda,NA,1056
shore,mwóschongeiset,NA,1056
shoreline,ngaschel falúw,NA,1056
short,langalang2,NA,1056
short,mwoschomwoosch,NA,1057
short,schimmwosch,NA,1057
short,weeimwoscheey,NA,1057
shortening,mwatiigha,NA,1057
shorts,anzibwong,NA,1057
shorts,hanzibwong,TAN,1057
short-tempered,lihoongofay,TAN,1057
short-tempered,lisoongofay,NA,1057
shoulder,aifar 1,NA,1057
shoulder,paigér,TAN,1057
shout,abwah,TAN,1057
shout,abwas,NA,1057
shout,akkabwah,TAN,1057
shout,akkabwas,NA,1057
shout,akkabwasághiliiy,NA,1057
shove,tilifágheli,NA,1057
shovel,ppwóóla,NA,1057
shovel,tugey,TAN,1057
shovel,tugheey,NA,1058
show,abwáári,NA,1058
show,afal,NA,1058
show,aiti,NA,1058
show,apayá,NA,1058
show,aweriingeli,NA,1058
show,bwá,NA,1058
show,bwáári,NA,1058
shower,túútú,NA,1058
shower-room,bwóónyo,NA,1058
show off,alángeláng,NA,1058
show off,amwaaraar,NA,1058
show off,angol,NA,1058
show off,angolongol,NA,1058
show off,holl,TAN,1058
show off,holokkirh,TAN,1058
show off,mwáálesol,NA,1058
show off,ngol,NA,1058
show off,sul,NA,1058
show off,sulukkesch,NA,1058
show off,wosommwóng,NA,1059
shred,bwáy,NA,1059
shred,bwááy,NA,1059
shred,bwitighalleló,NA,1059
shred,feereey,NA,1059
shred,kkéré,NA,1059
shrimp,ayúútá,TAN,1059
shrimp,ligayúrúúr,TAN,1059
shrimp,lighairúúr,NA,1059
shrimp,úúr1,NA,1059
shrink,ghitighiitiló,NA,1059
shrink,táy,NA,1059
shrub,ara,NA,1059
shrub,eengi2,NA,1059
shrub,gasooso,TAN,1059
shrub,ghasooso,NA,1059
shrub,llat,NA,1059
shrub,mwalel,NA,1059
shut,tti,NA,1060
shut,ttit,NA,1060
shut,tiiy,NA,1060
shy,sááw,NA,1060
sibling,bwii,NA,1060
sibling,bwiibwi,NA,1060
sibling,bwis1,NA,1060
sibling,bwughusa–,NA,1060
sibling,hamaham,TAN,1060
sibling,ipigin bwii,TAN,1060
sibling,ipighil bwii,NA,1060
sibling,liyeelabwi,NA,1060
sibling,liyeenabwi,LN,1060
sibling,malalap,NA,1060
sibling,maleghit,NA,1060
sibling,mwengeya–,NA,1060
sibling,peghil bwii,NA,1060
sibling,samasam,NA,1060
sic,agúkkú,TAN,1061
sic,aghúúghú,NA,1061
sick,hamwaay,TAN,1061
sick,liyengéng,NA,1061
sick,liyóbwut,NA,1061
sick,málesemwaay,NA,1061
sick,nniyebwut,TAN,1061
sick,rugupaat,TAN,1061
sick,rughupaat,NA,1061
sick,semwaay,NA,1061
sick,sóóghu,NA,1061
sickle,kkamma,NA,1061
sickness,alo1,NA,1061
sickness,alolomwaay,NA,1061
sickness,bwutor,NA,1061
sickness,bwutsi,NA,1061
sickness,ffisch3,NA,1061
sickness,gilibwutag,TAN,1061
sickness,giligil,TAN,1061
sickness,gilihabwow,TAN,1061
sickness,gooh2,TAN,1062
sickness,guuha,TAN,1062
sickness,gháát,NA,1062
sickness,ghilighil1,NA,1062
sickness,ghilinngaw,NA,1062
sickness,ghilipaarang,NA,1062
sickness,ghilisibwów,NA,1062
sickness,ghola,NA,1062
sickness,ghoos2,NA,1062
sickness,ghuuwa,NA,1062
sickness,hamwaay,TAN,1062
sickness,iráágh,NA,1062
sickness,lal2,NA,1062
sickness,laal1,NA,1062
sickness,lifólo,NA,1062
sickness,ligáng,TAN,1062
sickness,ligiligil,TAN,1062
sickness,ligoh,TAN,1062
sickness,ligháng,NA,1062
sickness,lighilighil,NA,1063
sickness,lighos,NA,1063
sickness,limwey,NA,1063
sickness,linnger,NA,1063
sickness,liyengéng,NA,1063
sickness,liyóbwut,NA,1063
sickness,loo,NA,1063
sickness,masagháng,NA,1063
sickness,masarubw,NA,1063
sickness,mám2,NA,1063
sickness,mesenipig,TAN,1063
sickness,mweey2,NA,1063
sickness,ghilighil,NA,1063
sickness,nniyebwut,TAN,1063
sickness,nngawa–,NA,1063
sickness,oromá,NA,1063
sickness,ppwatúr,NA,1063
sickness,rubw,NA,1063
sickness,ruubw,NA,1063
sickness,sarampiyon,NA,1063
sickness,semwaay,NA,1063
sickness,seráágh,NA,1063
sickness,sitch,NA,1063
sickness,sóóghu,NA,1063
sickness,ssúg1,TAN,1063
sickness,ssúgh,NA,1063
sickness,ssúghúparas,NA,1064
sickness,schighar1,NA,1064
sickness,téréghé,NA,1064
sickness,tiwáág,TAN,1064
sickness,ul2,NA,1064
sickness,úráág,TAN,1064
side,ngasche-,NA,1064
side,ngaschel ppal,NA,1064
side,olopeigh,NA,1064
side,paliya-,NA,1064
side,peigh,NA,1064
side,peighimwáál,NA,1064
side,peighischóóbwut,NA,1064
sieve,úún,TAN,1064
sift,únni,TAN,1064
sigh,ngasangas,NA,1064
sign,gill2,TAN,1064
sign,ghikkill,NA,1064
signal,agúúáf,TAN,1064
signal,aghúúáf,NA,1064
signal,rhimweri,TAN,1065
signal,schimweri,NA,1065
silent,alúgúparh,TAN,1065
silent,alúghúpasch,NA,1065
silent,állif2,NA,1065
silly,mmang,NA,1065
silver,selaapi,NA,1065
silverfish,liamwút,NA,1065
silverfish,liyamwit rhéélap,TAN,1065
similar,áffetágh,NA,1065
similar,tapatap1,NA,1065
similar,weewe,NA,1065
simple,mescherágh,NA,1065
simultaneously,féérippaghúw,NA,1065
simultaneously,–ppagh,NA,1065
sin,mwolofit,NA,1066
since,leelibwal,NA,1066
sing,ammayúr,NA,1066
sing,kkéél,NA,1066
sing,kkéélú,NA,1066
sing,ppwó,NA,1066
sing,schóól kkéél,NA,1066
singer,sóukkéél,NA,1066
single,áláá-,NA,1066
single,álááfay,NA,1066
single,álááfósch,NA,1066
single,álááschay,NA,1066
single,áleyeew,NA,1066
sink,mwoo-1,NA,1066
sink,mwois,NA,1066
sink,mwoisiló,NA,1066
sink,nangasi,NA,1066
sink,rhoul,TAN,1066
sink,schóuwul,NA,1066
sink,tubw1,NA,1066
sink,waa rhoul,TAN,1066
sink,waa schóuwul,NA,1066
sip,horomi,TAN,1066
sip,mmwour,NA,1067
sip,soromi,NA,1067
siphon,amwoora2,NA,1067
siphon,horomi,TAN,1067
siphon,soromi,NA,1067
sir,soumwár,NA,1067
Sirius,Maan,NA,1067
sister,bwii,NA,1067
sister,bwiischóóbwut,NA,1067
sister,ipigin bwii,TAN,1067
sister,ipighil bwii,NA,1067
sister,liye-,NA,1067
sister,liyeelabwi,NA,1067
sister,liyeenabwi,LN,1067
sister,mwengeya-,NA,1067
sister,mwengeyal,NA,1067
sister,mwengeyal,NA,1067
sister,peghil bwii,NA,1067
sit,ghúrús,NA,1067
sit,móót,NA,1068
sit,móótetá,NA,1068
sit,móótetiw,NA,1068
sit,ssó1,NA,1068
six,aolomalúl,NA,1068
six,aoloowal,NA,1068
six,aonomanún,"TAN, LN",1068
six,ool,NA,1068
six,oleghit,NA,1068
six,oleigh,NA,1068
six,olo-1,NA,1068
six,olobwúghúw,NA,1068
six,olofay,NA,1068
six,olofósch,NA,1068
six,olomal,NA,1068
six,olongaras,NA,1068
six,olosché,NA,1068
six,oloow,NA,1068
six,oon,"TAN, LN",1068
six hundred,olobwúghúw,NA,1068
six óclock,alas sais,NA,1068
sixth,aolomalúl,NA,1068
sixth,aoloowal,NA,1068
sixth,aonomanún,"TAN, LN",1068
six thousand,olongaras,NA,1069
sixty,oleigh,NA,1069
sixty thousand,oleghit,NA,1069
size,llapa-,NA,1069
size,tappal,NA,1069
size,tappan,TAN,1069
skate,feyi1,NA,1069
skill,sóu-,NA,1069
skilled,schúmmáng,NA,1069
skin,bwurungi,NA,1069
skin,bwurungiiló,NA,1069
skin,giil,TAN,1069
skin,gilibwutag,TAN,1069
skin,giligil,TAN,1069
skin,ghiil1,NA,1069
skin,ghilifaitcha,NA,1070
skin,ghilighil1,NA,1070
skin,ghilinngaw,NA,1070
skin,henihen,TAN,1070
skin,ligiligil,TAN,1070
skin,lighilighil,NA,1070
skin,limwey,NA,1070
skin,loo,NA,1070
skin,loor,NA,1070
skin,lorommarh,TAN,1070
skin,lorommasch,NA,1070
skin,mweey2,NA,1070
skin,ppwur,NA,1070
skin,riyá,NA,1070
skin,rubw,NA,1070
skin,ruubw,NA,1070
skin,selesel,NA,1070
skin,uró,NA,1070
skinny,airhig,TAN,1070
skinny,aischigh,NA,1070
skinny,ghul2,NA,1071
skinny,paayghuré,NA,1071
skinny,rhúúrhú,TAN,1071
skinny,schúúgheráng,NA,1071
skinny,schúúschú,NA,1071
skip,ligalulluh,TAN,1071
skip,lighalullus,NA,1071
skipjack,arong1,NA,1071
skipjack,langú,NA,1071
skipjack,ópp,NA,1071
skipjack,sáresch,NA,1071
skipjack,tchep1,NA,1071
skirt,lighow,NA,1071
skirt,lissif,TAN,1071
skirt,sissif,NA,1071
skull,fayúschiimw,NA,1071
skull,hagún magúr,TAN,1071
skull,magúr,TAN,1071
skull,móghur sóbwulal,NA,1071
skull,schúúl móghur,NA,1071
skull,tuubwuwal schiimw,NA,1071
skull,tubwúyan magúr,TAN,1071
sky,lááng,NA,1072
slack,sáliiwow,NA,1072
slap,pééhap,TAN,1072
slap,péésap,NA,1072
slap,pighiri,NA,1072
sleep,asseiparh,TAN,1072
sleep,asseipasch,NA,1072
sleep,aséésé,NA,1072
sleep,bwuschubwusch,NA,1072
sleep,diskansa,NA,1072
sleep,gúnammwey,TAN,1072
sleep,gúnómw,TAN,1072
sleep,ghilómw,NA,1072
sleep,ghúlammwey,NA,1072
sleep,masóól,NA,1072
sleep,mayúr,NA,1072
sleep,mayúrúbwutag,TAN,1072
sleep,mayúrúló,NA,1072
sleep,mayúrúmah,TAN,1072
sleep,mayúrúnngaw,NA,1072
sleep,mayúrúppel,NA,1072
sleep,mayúrútchów,NA,1073
sleep,nenne,NA,1073
sleep,onofatal,TAN,1073
sleep,onorhibw,TAN,1073
sleep,óus,NA,1073
sleep,wolofetál,NA,1073
sleep,woloschibw,NA,1073
sleeper,bwutig,TAN,1073
sleeper,bwutigh,NA,1073
sleep walk,bwurhubwurh,TAN,1073
sleep walk,bwuschubwusch,NA,1073
sleepy,atél,NA,1073
sleepy,tchów,NA,1073
slender,airhig,TAN,1073
slender,aischigh,NA,1073
slender,nngút,NA,1073
slice,ahakk,TAN,1074
slice,ahakka,TAN,1074
slice,asakk,NA,1074
slice,asakka,NA,1074
slice,hetip,TAN,1074
slice,pikkakkiti,NA,1074
slice,reikkiti,TAN,1074
slice,reirey,TAN,1074
slice,sátip,NA,1074
slice,-sset,NA,1074
slice,tiip1,NA,1074
slice,ulekkiti,NA,1074
slice,uleey,NA,1074
slice,uloul,NA,1074
slide,ammiti,NA,1074
slide,bwis2,NA,1074
slide,mmit1,NA,1074
slide,tangúrúngúr,NA,1074
slimy,mascheischey,NA,1074
slip,ammiti,NA,1075
slip,mmit1,NA,1075
slipper,lokka,NA,1075
slipper,zoori,NA,1075
slippery,mascheischey,NA,1075
slippery,mitimit,NA,1075
slither,tófolofol,NA,1075
slop,zampang,NA,1075
slope,ingiing,NA,1075
slope,pareingiing,TAN,1075
sloppy,apeipey2,NA,1075
sloppy,áliminngaw,NA,1075
slow,alimet,NA,1075
slow,ammwaay,NA,1075
slow,ammwaayú,NA,1075
slow,állimet,NA,1075
slow,limwetemwaay,NA,1075
slow,limwetetchów,TAN,1075
slow,–mmwaay,NA,1075
slow,mwetemmwaay,NA,1075
slow,sóroppwang,NA,1076
slow poke,alimet,NA,1076
sly,rugupaat,TAN,1076
sly,rughupaat,NA,1076
smack,mmisch,NA,1076
smack,mmit²,TAN,1076
small,egúh,TAN,1076
small,eghus,NA,1076
small,git,TAN,1076
small,gitigiit,TAN,1076
small,gúfiti–,TAN,1076
small,ghikkit,NA,1076
small,ghit,NA,1076
small,ghitighiit,NA,1076
small,ghitighiitiló,NA,1076
small,ghufiti–,NA,1076
small,–ghus,NA,1076
small,lissil,NA,1076
small,lissin,TAN,1076
small,–metch,TAN,1076
small,mwugh,NA,1076
small,olighát2,NA,1077
small,siyori,NA,1077
small,–schigh,NA,1077
smallpox,ghilipaarang,NA,1077
smart,awut,NA,1077
smart,lischow,NA,1077
smart,malóóti,NA,1077
smart,reepi1,NA,1077
smart,rhúmmáng,TAN,1077
smart,schúmmáng,NA,1077
smash,ataay,NA,1077
smash,bwitighalleló,NA,1077
smash,magalagal,TAN,1077
smash,maghalaghal,NA,1077
smegma,laal1,NA,1077
smegma,naan1,"TAN, LN",1077
smell,araalúút,NA,1077
smell,bwoo–,NA,1077
smell,bwooheling,TAN,1077
smell,bwookkarh,TAN,1077
smell,bwookkasch,NA,1077
smell,bwool araalúút,NA,1078
smell,bwool móóliyól,NA,1078
smell,bwool sáát,NA,1078
smell,bwoomarh,TAN,1078
smell,bwoomasch,NA,1078
smell,bwoomwas,NA,1078
smell,bwoomwusch,NA,1078
smell,bwoon háát,TAN,1078
smell,bwoongas,NA,1078
smell,bwoonngaw,NA,1078
smell,bwoopa,NA,1078
smell,bwoosáling,NA,1078
smell,bwooset,NA,1078
smell,bwoottig,TAN,1078
smell,bwoottigh,NA,1078
smell,bwootighar,NA,1078
smell,bwoottongotong,NA,1078
smell,bwoousuus,NA,1078
smell,bwoowatch,TAN,1078
smell,bwooyatch,NA,1078
smell,limwah,TAN,1078
smell,limwas,NA,1079
smell,mar1,NA,1079
smell,masch,NA,1079
smell,máágh,NA,1079
smell,mwaas,NA,1079
smell,mwóghu,NA,1079
smell,–ngas,NA,1079
smell,ngaas,NA,1079
smell,ngúúrú,NA,1079
smell,uwah,TAN,1079
smell,uwas,NA,1079
smile,ammel,NA,1079
smile,amelimel1,NA,1079
smile,mmál,NA,1079
smoke,araalúút,NA,1079
smoke,asuubwaay,NA,1079
smoke,bwaat1,NA,1079
smoke,bwaatiyát,NA,1079
smoke,bwool araalúút,NA,1079
smoke,bwuppwurat,NA,1079
smoke,bwurat,NA,1079
smoke,bwurókk,NA,1079
smoke,lihousuubwa,TAN,1080
smoke,lisousuubwa,NA,1080
smoke,ppwóós,NA,1080
smoke,suubwa,NA,1080
smoke,subwááli,NA,1080
smoke,suubwááni,TAN,1080
smoke,úl,NA,1080
smoke,ún,TAN,1080
smolder,gú,TAN,1080
smolder,ghú1,NA,1080
smooth,arhallú,TAN,1080
smooth,aschallú,NA,1080
smooth,ppwil1,NA,1080
smooth,rhall,TAN,1080
smooth,schall,NA,1080
snail,denden,NA,1080
snap,bwiliiló,NA,1080
snap,mwasching,NA,1080
snap,mweiti,NA,1080
snap,mmwey,NA,1080
snap,mwurhing,TAN,1081
snap,ppisch,NA,1081
snap,ppischiló,NA,1081
snap,tching,NA,1081
snapper,mahaatcha,TAN,1081
snapper,mesetcha,NA,1081
snapper,meew,TAN,1081
snapper,noot,TAN,1081
snapper,ppwów2,TAN,1081
snapper,saas,NA,1081
snapper,weiyaw,NA,1081
snare,atubwutubw,NA,1081
snatch,atittimaaw,TAN,1081
snatch,állifa,NA,1081
snatch,teihengi,TAN,1081
snatch,teisángi,NA,1081
snatch,teiteimaaw,NA,1081
sneak,állif2,NA,1082
sneak,állifa,NA,1082
sneak,ánnif,TAN,1082
sneak,yóófi,TAN,1082
sneak thief,lighottap,NA,1082
sneaky,alángeláng,NA,1082
sneer,ammel,NA,1082
sneeze,mmwusi,NA,1082
sniff,angúsúngús,NA,1082
sniff,ngus1,NA,1082
sniff,ngúúrú,NA,1082
snort,angúsúngús,NA,1082
snort,ngus1,NA,1082
so,bwe4,NA,1082
soak,datchan,TAN,1082
soak,rhiri,TAN,1082
soak,schiri,NA,1082
soak,túútú,NA,1082
soak,tchogh,NA,1083
soap,aabwil,NA,1083
soap,hóóbwun,TAN,1083
sob,mesighisigh,NA,1083
sober up,appelló,NA,1083
socket,fótófót,NA,1083
socks,mezas,NA,1083
soft,bwutattal,NA,1083
soft,bwutattan,"TAN, LN",1083
soft,mmarh,TAN,1083
soft,mmasch,NA,1083
soft,mmaschéló,NA,1083
soft,meschótchór,NA,1083
softball,bwoolaal batta,NA,1083
softball,bwoolaal paanak,NA,1083
soil,lippwel,NA,1083
soil,ppi¹,NA,1083
soil,ppwel,NA,1083
solar plexus,fáálimwar,NA,1084
solar plexus,fáánemwar,TAN,1084
soldier,seló ólu,NA,1084
soldier,schóól fiiyow,NA,1084
soldier,schóól móówul,NA,1084
sole,faal aibwiibw,NA,1084
solid,tchúgúl,TAN,1084
solid,tchúghúl,NA,1084
solve,attafa,NA,1084
solve,aweewe1,NA,1084
some,akka–1,NA,1084
some,ákkááw,NA,1084
sometimes,eyoor igha,NA,1084
somewhat,far,NA,1084
somewhere,fetál,NA,1084
son,mwáálellap,NA,1084
son,oliye,NA,1085
son,welemas1,NA,1085
son,wenemas1,TAN,1085
song,gúna,TAN,1085
song,kkéél,NA,1085
song,kkéélúl falúw,NA,1085
song,laam1,TAN,1085
song,tittig,TAN,1085
song,tittigh,NA,1085
Sonsorol,Sangórhól,TAN,1085
Sonsorol,Songoschól,NA,1085
soon,fáighus,NA,1085
soon,habwetchaw,TAN,1085
soon,ppwappwal,NA,1085
soothe,pisipis2,NA,1085
sore,aimwulál,NA,1085
sore,masarubw,NA,1085
sore,ppwey,NA,1085
sore,rubw,NA,1085
sore,ruubw,NA,1085
sorrow,faiyééti,NA,1086
sorrow,ttong,NA,1086
sorrowful,attong,NA,1086
sorry,faiyééw,NA,1086
sorry,liyamaam,NA,1086
sorry,mitiiy,NA,1086
sorry,tongeey,NA,1086
sort,áriiri,NA,1086
so that,bwe3,NA,1086
sound,aléllésch,NA,1086
sound,asangúrr,NA,1086
sound,gurur,TAN,1086
sound,llésch,NA,1086
sound,malúngúng,NA,1086
sound,manúúng,TAN,1086
sound,ngennge,NA,1086
sound,ngiingi,NA,1086
sound,ssigh1,NA,1087
sound,ssúg2,TAN,1087
sound,tapúngúpúng,NA,1087
sound,tittig,TAN,1087
sound,tittigh,NA,1087
soup,arúng,NA,1087
soup,kóddu,NA,1087
soup,ppwósuuli,NA,1087
sour,meleis,NA,1087
sour,mwáll,NA,1087
sour,mwállettigh,NA,1087
source,rhááp,TAN,1087
source,schááp,NA,1087
soursop,laguanaa,TAN,1087
soursop,langgunaa,NA,1087
south,éér,NA,1087
south,hootiw,TAN,1087
south,peighitiw,NA,1087
south,–tiw,NA,1087
Southern Cross,Bwuubw,NA,1088
Southern Cross,Wenewenuubw,NA,1088
Spain,Espaiyol,NA,1088
span,-yang,NA,1088
spank,laulaw,NA,1088
spank,lauti,NA,1088
spank,llérh2,TAN,1088
spank,llésch,NA,1088
spank,wirhingeni,TAN,1088
spank,wirhiwirh,TAN,1088
spank,wischingeli,NA,1088
spank,wischiwisch,NA,1088
spare,amalawa,NA,1088
spare,peiráágh,NA,1088
spark,fúúwer,NA,1088
sparkle,fúúwer,NA,1088
sparkle,mariwriw,NA,1088
sparkle,marúfúúfú,NA,1088
sparkle,merúfiifi,TAN,1088
sparkle,móluppwuluppw,NA,1089
spasms,torotá,NA,1089
spatter,amworomwor,NA,1089
speak,abwulallal,NA,1089
speak,affata,NA,1089
speak,aalleew,NA,1089
speak,amwáliiliiya,NA,1089
speak,apaháátá,TAN,1089
speak,apesáátá,NA,1089
speak,awanngaw,NA,1089
speak,awóówó,NA,1089
speak,á-,NA,1089
speak,áschitá2,NA,1089
speak,faihoolap,TAN,1089
speak,faisoolap,NA,1089
speak,kkapah,TAN,1089
speak,kkapaháágini,TAN,1089
speak,kkapas,NA,1090
speak,kkapasapil,NA,1090
speak,kkapasáághili,NA,1090
speak,móngúnúngún,TAN,1090
speak,mwáliili,NA,1090
speak,mwóngúlúngúl,NA,1090
speak,ngiingi,NA,1090
speak,nngú,NA,1090
spear,falúúw,NA,1090
spear,ffaatili,NA,1090
spear,fiisigha,NA,1090
spear,óóg,TAN,1090
spear,toutow2,NA,1090
spear,ttow,NA,1090
spear,tchibw,NA,1090
spear,wóógh,NA,1090
